directory,ipTM,IPSAE,LIS,iLIS
Q13233,0.3,0.0,0.0,0.000000
Q13237,0.21,0.0,0.0,0.000000
Q13263,0.3,0.0,0.0,0.000000
Q13315,0.36,0.0,0.0,0.000000
Q13418,0.25,0.0,0.0,0.000000
Q13464,0.34,0.0,0.0,0.000000
Q13523,0.26,0.0,0.0,0.000000
Q13535,0.24,0.0,0.0,0.000000
Q13546,0.5,0.192711,0.1509,0.208201
Q13554,0.23,0.0,0.0,0.000000
Q13555,0.19,0.0,0.0,0.000000
Q13557,0.32,0.010305,0.0424,0.076174
Q13627,0.34,0.010305,0.0594,0.077143
Q13705,0.26,0.0,0.0,0.000000
Q13873,0.24,0.0,0.0,0.000000
Q13976,0.13,0.0,0.0,0.000000
Q14004,0.39,0.014654,0.0503,0.064873
Q14012,0.51,0.081697,0.1663,0.233227
Q14164,0.18,0.0,0.0,0.000000
Q14296,0.28,0.0,0.0,0.000000
Q14680,0.2,0.0,0.0,0.000000
Q15059,0.35,0.0,0.0,0.000000
Q15118,0.18,0.0,0.0,0.000000
Q15119,0.17,0.0,0.0,0.000000
Q15120,0.17,0.0,0.0,0.000000
Q15131,0.13,0.0,0.0,0.000000
Q15139,0.36,0.01125,0.0569,0.081016
Q15208,0.38,0.011464,0.0454,0.099182
Q15349,NA,NA,NA,NA
Q15418,NA,NA,NA,NA
Q15569,0.31,0.013908,0.0957,0.131737
Q15746,0.24,0.0,0.0,0.000000
Q15759,0.22,0.0,0.0,0.000000
Q15772,NA,NA,NA,NA
Q15831,0.19,0.0,0.0,0.000000
Q15835,0.28,0.0,0.0,0.000000
Q16512,0.28,0.0,0.0,0.000000
Q16513,0.2,0.0,0.0,0.000000
Q16539,0.23,0.0,0.0,0.000000
Q16566,0.25,0.011932,0.0618,0.073877
Q16584,0.26,0.0,0.0,0.000000
Q16644,0.16,0.0,0.0,0.000000
Q16654,0.21,0.0,0.0,0.000000
Q16659,0.35,0.014776,0.1377,0.178208
Q16671,0.18,0.0,0.0,0.000000
Q16816,0.2,0.0,0.0,0.000000
Q2M2I8,0.25,0.0,0.0,0.000000
Q32MK0,0.28,0.012195,0.036,0.084835
Q38SD2,0.24,0.0,0.0,0.000000
Q3MIX3,0.15,0.0,0.0,0.000000
Q504Y2,0.46,0.058234,0.1192,0.153053
Q52WX2,0.2,0.0,0.0,0.000000
Q56UN5,0.31,0.0,0.0167,0.033333
Q58A45,0.34,0.01143,0.075,0.116667
Q58F21,0.21,0.0,0.0,0.000000
Q59H18,0.23,0.0,0.0,0.000000
Q5MAI5,0.34,0.012013,0.0858,0.124547
Q5S007,0.32,0.0,0.0358,0.051707
Q5TCX8,0.34,0.011677,0.0709,0.079594
Q5TCY1,0.43,0.019451,0.1475,0.176140
Q5VST9,NA,NA,NA,NA
Q5VT25,0.33,0.0,0.0,0.000000
Q6DT37,0.35,0.011932,0.0495,0.057215
Q6IBK5,0.32,NA,NA,NA
Q6IQ55,0.27,0.0,0.0,0.000000
Q6P0Q8,0.43,0.013309,0.0845,0.121390
Q6P2M8,0.24,0.0,0.0,0.000000
Q6P3R8,0.23,0.0,0.0,0.000000
Q6P3W7,0.24,0.0,0.0,0.000000
Q6P5Z2,0.25,0.0,0.0,0.000000
Q6PHR2,0.17,0.0,0.0,0.000000
Q6SA08,0.43,0.0,0.05,0.068750
Q6VAB6,0.27,0.0,0.0,0.000000
Q6XUX3,0.23,0.0,0.0,0.000000
Q6ZN16,0.47,0.20292,0.1246,0.154088
Q6ZWH5,0.3,0.0,0.0,0.000000
Q76MJ5,0.46,0.047816,0.0842,0.123759
Q7KZI7,0.41,0.013804,0.1168,0.148804
Q7L7X3,0.25,0.0,0.0,0.000000
Q7RTN6,0.26,0.0,0.0,0.000000
Q7Z2Y5,0.22,0.0,0.0,0.000000
Q7Z695,0.27,0.0,0.0,0.000000
Q7Z7A4,0.23,0.0,0.0,0.000000
Q86SG6,0.2,0.0,0.0,0.000000
Q86TB3,0.36,0.0,0.0,0.000000
Q86TW2,0.16,0.0,0.0,0.000000
Q86UE8,0.31,0.016836,0.0953,0.138175
Q86UX6,0.31,0.0,0.0,0.000000
Q86V86,0.18,0.0,0.0,0.000000
Q86Y07,0.24,0.012655,0.0995,0.137482
Q86YV5,0.25,0.0,0.0,0.000000
Q86YV6,0.17,0.0,0.0,0.000000
Q86Z02,0.35,0.0,0.0,0.000000
Q8IU85,0.2,0.0,0.0,0.000000
Q8IV63,0.16,0.0,0.0,0.000000
Q8IVH8,0.23,0.0,0.0,0.000000
Q8IVT5,0.27,0.0,0.0,0.000000
Q8IVW4,0.27,0.011167,0.0525,0.107891
Q8IW41,0.42,0.147639,0.2148,0.272750
Q8IWB6,NA,NA,NA,NA
Q8IWQ3,0.23,0.0,0.0,0.000000
Q8IY84,0.29,0.0,0.0,0.000000
Q8IYT8,0.5,0.013059,0.0507,0.108928
Q8IZE3,0.23,0.0,0.0,0.000000
Q8IZL9,0.24,0.0,0.0382,0.078782
Q8IZX4,0.29,0.0,0.0042,0.008333
Q8N165,0.36,0.0,0.0208,0.000000
Q8N2I9,0.29,0.0,0.0375,0.075000
Q8N4C8,0.34,0.0,0.0,0.000000
Q8N568,0.31,0.01304,0.0796,0.126484
Q8N5S9,0.33,0.0,0.0637,0.070135
Q8N752,0.16,0.0,0.0,0.000000
Q8NB16,0.15,0.0,0.0,0.000000
Q8NCB2,0.61,0.44958,0.348,0.474651
Q8NE28,0.21,0.0,0.0,0.000000
Q8NE63,0.42,0.014041,0.0818,0.123508
Q8NER5,0.3,0.014654,0.1094,0.120961
Q8NEV4,0.25,0.0,0.0,0.000000
Q8NFD2,0.2,0.0,0.0,0.000000
Q8NG66,0.22,0.0,0.0042,0.008333
Q8NI60,0.2,0.0,0.0,0.000000
Q8TAS1,0.2,0.0,0.0,0.000000
Q8TD08,0.49,0.082607,0.1599,0.182522
Q8TD19,0.56,0.155964,0.1544,0.199881
Q8TDC3,0.21,0.0,0.0,0.000000
Q8TDR2,0.19,0.0,0.0,0.000000
Q8TDX7,0.17,0.0,0.0,0.000000
Q8TEA7,0.18,0.0,0.0,0.000000
Q8TF76,0.28,0.015119,0.0897,0.099810
Q8WTQ7,0.48,0.014698,0.1236,0.142718
Q8WU08,0.26,0.0,0.0,0.000000
Q8WXR4,0.29,0.0,0.0177,0.021651
Q8WZ42,NA,NA,NA,NA
Q92519,0.22,0.0,0.0,0.000000
Q92630,0.45,0.157461,0.179,0.224775
Q92772,0.18,0.0,0.0,0.000000
Q92918,0.26,0.0,0.0,0.000000
Q96BR1,0.17,0.0,0.0,0.000000
Q96C45,0.22,0.0,0.0,0.000000
Q96D53,0.37,0.015157,0.0741,0.147322
Q96GD4,0.27,0.011244,0.066,0.093845
Q96GX5,0.24,0.0,0.0,0.000000
Q96J92,0.27,0.0,0.0,0.000000
Q96KB5,0.13,0.0,0.0,0.000000
Q96KG9,0.53,0.150101,0.2126,0.273310
Q96L34,0.2,0.0,0.0,0.000000
Q96L96,0.46,0.038448,0.149,0.170876
Q96LW2,0.19,0.0,0.0,0.000000
Q96NX5,0.28,0.0,0.0,0.000000
Q96PF2,0.45,0.039281,0.1293,0.174106
Q96PN8,0.17,0.0,0.0,0.000000
Q96PY6,0.38,0.0,0.0,0.000000
Q96Q15,0.3,0.0,0.0,0.000000
Q96Q40,0.23,0.0,0.0,0.000000
Q96QP1,0.4,0.012582,0.0846,0.113668
Q96QS6,0.39,0.021486,0.0933,0.155499
Q96QT4,0.28,0.0,0.0,0.000000
Q96RG2,0.22,0.0,0.0,0.000000
Q96RR4,0.29,0.0,0.0,0.000000
Q96RU7,0.15,0.0,0.0,0.000000
Q96RU8,0.21,0.0,0.0479,0.095833
Q96S38,0.61,0.47676,0.2044,0.327401
Q96S44,0.12,0.0,0.0,0.000000
Q96S53,0.27,0.0,0.0,0.000000
Q96SB4,0.24,0.0,0.0,0.000000
Q99558,0.37,0.0,0.0,0.000000
Q99570,0.31,0.0,0.0212,0.000000
Q99640,0.33,0.011978,0.0341,0.077399
Q99683,0.29,0.0,0.0,0.000000
Q99759,0.29,0.0,0.0083,0.000000
Q99986,0.17,0.0,0.0,0.000000
Q9BQI3,0.28,0.0,0.0167,0.033333
Q9BRS2,0.45,0.183831,0.1495,0.211434
Q9BUB5,0.18,0.0,0.0,0.000000
Q9BVS4,0.14,0.0,0.0,0.000000
Q9BWU1,0.34,0.013876,0.0664,0.101385
Q9BX84,0.32,0.0,0.0,0.000000
Q9BXA6,0.15,0.0,0.0,0.000000
Q9BXA7,0.2,0.0,0.025,0.050000
Q9BXM7,0.2,0.0,0.0,0.000000
Q9BXU1,0.3,0.014308,0.0482,0.107571
Q9BYP7,0.23,0.0,0.0,0.000000
Q9BYT3,0.2,0.0,0.0,0.000000
Q9BZL6,0.25,0.0,0.0,0.000000
Q9C098,0.25,0.011601,0.0452,0.095119
Q9C0K7,0.26,0.0,0.0386,0.038328
Q9H093,0.25,0.0,0.0,0.000000
Q9H0K1,0.35,0.011713,0.0556,0.085174
Q9H1R3,0.23,0.0,0.0,0.000000
Q9H2G2,0.46,0.049009,0.0713,0.117436
Q9H2K8,0.27,0.0,0.0,0.000000
Q9H2X6,0.28,0.0,0.0,0.000000
Q9H422,0.33,0.0,0.0,0.000000
Q9H4A3,0.42,0.011333,0.0359,0.079150
Q9H4B4,0.22,0.0,0.0,0.000000
Q9H5K3,0.28,0.0,0.0,0.000000
Q9H792,0.56,0.198109,0.1404,0.182563
Q9HAZ1,0.17,0.0,0.0,0.000000
Q9HBH9,0.2,0.0,0.0,0.000000
Q9HBY8,0.17,0.0,0.0,0.000000
Q9HC98,0.13,0.0,0.0,0.000000
Q9HCP0,0.53,0.279992,0.2072,0.264290
Q9NQU5,0.25,0.0,0.0,0.000000
Q9NR20,0.28,0.014524,0.1045,0.197236
Q9NRH2,0.32,0.0,0.0157,0.031741
Q9NRL2,0.36,0.01143,0.044,0.092806
Q9NRM7,0.22,0.0,0.0,0.000000
Q9NRP7,0.22,0.0,0.0,0.000000
Q9NSY0,0.16,0.0,0.0,0.000000
Q9NSY1,0.32,0.0,0.0199,0.041736
Q9NWZ3,0.17,0.0,0.0,0.000000
Q9NY57,0.48,0.040248,0.1087,0.166253
Q9NYL2,0.29,0.0,0.0167,0.016667
Q9NYV4,0.43,0.014308,0.1276,0.172637
Q9NYY3,0.34,0.01382,0.0766,0.115387
Q9NZJ5,0.34,0.0,0.0153,0.022567
Q9P0L2,0.34,0.012467,0.063,0.122942
Q9P1W9,0.62,0.28406,0.1466,0.222894
Q9P286,0.26,0.0,0.0113,0.020364
Q9P289,0.33,0.0,0.0425,0.053709
Q9P2K8,NA,NA,NA,NA
Q9UBE8,0.28,0.0,0.0,0.000000
Q9UBS0,0.25,0.0,0.0,0.000000
Q9UEE5,0.18,0.0,0.0,0.000000
Q9UEW8,0.22,0.0,0.0,0.000000
Q9UHD2,0.23,0.0,0.0,0.000000
Q9UHY1,0.22,0.0,0.0535,0.062500
Q9UIG0,0.25,0.0,0.0,0.000000
Q9UIK4,0.19,0.0,0.0,0.000000
Q9UK32,NA,NA,NA,NA
Q9UKE5,0.4,0.015765,0.0435,0.092470
Q9UKI8,0.24,0.0,0.0,0.000000
Q9UL54,0.26,0.0,0.0,0.000000
Q9UPE1,0.24,0.0,0.0,0.000000
Q9UPN9,0.29,0.0,0.0,0.000000
Q9UPZ9,0.65,0.471021,0.2693,0.332924
Q9UQ07,0.21,0.0,0.0,0.000000
Q9UQB9,0.37,0.013337,0.1094,0.132354
Q9UQM7,0.16,0.0,0.0,0.000000
Q9Y243,0.27,0.0,0.0,0.000000
Q9Y2H1,0.16,0.0,0.0,0.000000
Q9Y2H9,0.32,0.0,0.0708,0.141667
Q9Y2K2,0.32,0.018888,0.1388,0.224501
Q9Y2U5,0.45,0.204334,0.1143,0.218906
Q9Y3S1,0.33,0.0,0.0,0.000000
Q9Y463,0.39,0.036989,0.1412,0.155827
Q9Y4A5,0.31,0.0,0.0,0.000000
Q9Y4K4,0.31,0.01304,0.0528,0.127566
Q9Y572,0.55,0.377744,0.2215,0.255249
Q9Y5P4,0.27,0.0,0.0,0.000000
Q9Y5S2,0.27,0.0,0.0,0.000000
Q9Y616,0.24,0.0,0.0,0.000000
Q9Y6E0,0.58,0.305295,0.1284,0.156238
Q9Y6M4,0.52,0.286115,0.2018,0.238914
Q9Y6R4,0.28,0.0,0.0,0.000000
Q9Y6S9,0.21,0.0,0.0,0.000000
