directory,ipTM,IPSAE,LIS,iLIS
Q92918,0.27,0.0,0.0,0.000000
Q96BR1,0.48,0.017038,0.139,0.181006
Q96C45,0.33,0.010516,0.0418,0.052675
Q96D53,0.32,0.0,0.0,0.000000
Q96GD4,0.53,0.028876,0.156,0.187522
Q96GX5,0.25,0.0,0.0,0.000000
Q96J92,0.24,0.0,0.0,0.000000
Q96KB5,0.23,0.0,0.0,0.000000
Q96KG9,0.26,0.0,0.0,0.000000
Q96L34,0.44,0.038372,0.1176,0.183066
Q96L96,0.25,0.0,0.0,0.000000
Q96LW2,0.63,0.360697,0.2912,0.349051
Q96NX5,0.61,0.544046,0.3163,0.406201
Q96PF2,0.65,0.336293,0.145,0.214937
Q96PN8,0.65,0.05805,0.1942,0.241995
Q96PY6,0.27,0.0,0.0,0.000000
Q96Q15,NA,NA,NA,NA
Q96Q40,0.56,0.146901,0.1933,0.225897
Q96QP1,0.25,0.0,0.0,0.000000
Q96QS6,0.28,0.0,0.0,0.000000
Q96QT4,0.26,0.0,0.0083,0.016667
Q96RG2,0.31,0.013636,0.081,0.128355
Q96RR4,0.41,0.033919,0.0985,0.149298
Q96RU7,0.6,0.280337,0.2975,0.385604
Q96RU8,0.7,0.677465,0.4186,0.505635
Q96S38,0.27,0.012521,0.0778,0.101977
Q96S44,0.81,0.480958,0.2883,0.365126
Q96SB4,0.28,0.0,0.0,0.000000
Q99558,0.24,0.0,0.0,0.000000
Q99570,0.27,0.0,0.0,0.000000
Q99640,0.24,0.0,0.0,0.000000
Q99683,0.23,0.0,0.0,0.000000
Q99759,0.41,0.011473,0.0595,0.085098
Q99986,0.56,0.038203,0.1559,0.196187
Q9BQI3,0.23,0.0,0.0,0.000000
Q9BRS2,0.29,0.0,0.0,0.000000
Q9BUB5,0.26,0.0,0.0,0.000000
Q9BVS4,0.28,0.0,0.0,0.000000
Q9BWU1,0.48,0.011677,0.0485,0.061469
Q9BX84,0.25,0.0,0.0,0.000000
Q9BXA6,0.82,0.470381,0.3727,0.392422
Q9BXA7,0.33,0.0,0.0042,0.008333
Q9BXM7,0.31,0.0,0.0,0.000000
Q9BXU1,0.24,0.0,0.0,0.000000
Q9BYP7,0.25,0.0,0.0,0.000000
Q9BYT3,0.23,0.0,0.0,0.000000
Q9BZL6,0.27,0.0,0.0,0.000000
Q9C098,0.37,0.015131,0.1422,0.161698
Q9C0K7,0.32,0.0,0.0,0.000000
Q9H093,0.24,0.0,0.0,0.000000
Q9H0K1,0.31,0.018279,0.1713,0.204235
Q9H1R3,0.24,0.0,0.0,0.000000
Q9H2G2,0.27,0.0,0.0,0.000000
Q9H2K8,0.22,0.0,0.0,0.000000
Q9H2X6,0.37,0.110794,0.0914,0.131647
Q9H422,0.36,0.035608,0.0614,0.102890
Q9H4A3,0.29,0.06649,0.4077,0.499156
Q9H4B4,0.35,0.027922,0.1547,0.175678
Q9H5K3,0.46,0.02238,0.2017,0.302317
Q9H792,0.25,0.0,0.0,0.000000
Q9HAZ1,0.58,0.252385,0.1409,0.207141
Q9HBH9,0.25,0.0,0.0,0.000000
Q9HBY8,0.69,0.296555,0.2753,0.370830
Q9HC98,0.61,0.118787,0.1255,0.212931
Q9HCP0,0.69,0.571308,0.4004,0.486237
Q9NQU5,0.53,0.628403,0.3801,0.467519
Q9NR20,0.38,0.0,0.0,0.000000
Q9NRH2,0.25,0.0,0.0,0.000000
Q9NRL2,0.24,0.0,0.0,0.000000
Q9NRM7,0.41,0.254816,0.2636,0.370148
Q9NRP7,0.28,0.0,0.0,0.000000
Q9NSY0,0.3,0.0,0.0,0.000000
Q9NSY1,0.26,0.022113,0.1414,0.209905
Q9NY57,0.53,0.016322,0.1605,0.196401
Q9NYV4,0.3,0.0,0.0042,0.008333
Q9NYY3,0.3,0.0101,0.0518,0.050359
Q9NZJ5,0.24,0.0,0.0,0.000000
Q9P0L2,0.24,0.0,0.0,0.000000
Q9P1W9,0.64,0.099639,0.2109,0.279058
Q9P286,0.23,0.0,0.0,0.000000
Q9P289,0.24,0.0,0.0,0.000000
Q9P2K8,NA,NA,NA,NA
Q9UBE8,0.61,0.376988,0.2524,0.319921
Q9UBS0,0.56,0.200709,0.1529,0.174816
Q9UEE5,0.5,0.014367,0.1144,0.140602
Q9UEW8,0.25,0.0,0.0,0.000000
Q9UHD2,0.45,0.011766,0.0961,0.112510
Q9UHY1,0.36,0.0,0.0268,0.039801
Q9UIG0,0.23,0.0,0.0,0.000000
Q9UIK4,0.28,0.0,0.0,0.000000
Q9UK32,0.26,0.0,0.0,0.000000
Q9UKE5,0.26,0.0,0.0,0.000000
Q9UKI8,0.52,0.327807,0.3005,0.476549
Q9UL54,0.22,0.0,0.0521,0.104167
Q9UPE1,0.26,0.0,0.0,0.000000
Q9UPN9,0.24,0.0,0.0,0.000000
Q9UPZ9,0.25,0.0,0.0,0.000000
Q9UQ07,0.42,0.021397,0.1814,0.245666
Q9UQB9,0.53,0.012573,0.0772,0.123479
Q9UQM7,0.34,0.0,0.0,0.000000
Q9Y243,0.3,0.0,0.0,0.000000
Q9Y2H1,0.6,0.170136,0.2468,0.346703
Q9Y2H9,0.24,0.010305,0.0426,0.096105
Q9Y2K2,0.24,0.0,0.0,0.000000
Q9Y2U5,0.36,0.0,0.0,0.000000
Q9Y3S1,0.27,0.0,0.0,0.000000
Q9Y463,0.34,0.013974,0.0904,0.118534
Q9Y4A5,NA,NA,NA,NA
Q9Y4K4,0.26,0.0,0.0,0.000000
Q9Y5P4,0.39,0.015546,0.0771,0.143969
Q9Y5S2,0.24,0.0,0.0,0.000000
Q9Y6E0,0.22,0.012407,0.0748,0.124265
Q9Y6M4,0.34,0.0,0.0,0.000000
Q9Y6R4,0.25,0.0,0.0,0.000000
Q9Y6S9,0.23,0.0,0.0,0.000000
sp,NA,NA,NA,NA
sp_20260224_162044,0.43,NA,NA,NA
sp_20260224_172635,0.26,NA,NA,NA
sp_20260224_180610,0.24,NA,NA,NA
sp_20260224_184551,0.22,NA,NA,NA
sp_20260224_192633,0.31,NA,NA,NA
sp_20260224_200801,0.42,NA,NA,NA
sp_20260224_205002,0.44,NA,NA,NA
sp_20260224_213431,0.28,NA,NA,NA
sp_20260224_222325,0.23,NA,NA,NA
sp_20260224_230645,0.32,NA,NA,NA
sp_20260224_235239,0.25,NA,NA,NA
sp_20260225_005638,0.43,NA,NA,NA
sp_20260225_011128,0.28,NA,NA,NA
sp_20260225_014058,0.27,NA,NA,NA
sp_20260225_015151,0.23,NA,NA,NA
sp_20260225_022254,0.44,NA,NA,NA
sp_20260225_023659,0.3,NA,NA,NA
sp_20260225_030523,0.21,NA,NA,NA
sp_20260225_031753,0.26,NA,NA,NA
sp_20260225_034857,0.56,NA,NA,NA
sp_20260225_035902,0.53,NA,NA,NA
sp_20260225_044404,0.27,NA,NA,NA
sp_20260225_052922,0.35,NA,NA,NA
sp_20260225_054430,0.25,NA,NA,NA
sp_20260225_060954,0.25,NA,NA,NA
sp_20260228_204245,NA,NA,NA,NA
sp_20260228_204319,NA,NA,NA,NA
sp_20260228_211414,NA,NA,NA,NA
sp_20260228_212426,NA,NA,NA,NA
sp_20260228_212515,NA,NA,NA,NA
sp_20260228_212517,NA,NA,NA,NA
sp_20260228_212520,0.59,NA,NA,NA
sp_20260228_212522,0.43,NA,NA,NA
sp_20260228_215412,NA,NA,NA,NA
sp_20260228_215418,0.29,NA,NA,NA
sp_20260228_220741,NA,NA,NA,NA
sp_20260228_220749,0.26,NA,NA,NA
sp_20260228_221356,NA,NA,NA,NA
sp_20260228_221403,0.26,NA,NA,NA
sp_20260228_223335,NA,NA,NA,NA
sp_20260228_223341,0.22,NA,NA,NA
sp_20260228_224355,NA,NA,NA,NA
sp_20260228_224402,0.24,NA,NA,NA
sp_20260228_224847,NA,NA,NA,NA
sp_20260228_224853,0.31,NA,NA,NA
sp_20260228_225518,NA,NA,NA,NA
sp_20260228_225524,0.42,NA,NA,NA
sp_20260228_231452,NA,NA,NA,NA
sp_20260228_231458,0.44,NA,NA,NA
sp_20260228_232652,NA,NA,NA,NA
sp_20260228_232658,0.28,NA,NA,NA
sp_20260228_233645,NA,NA,NA,NA
sp_20260228_233654,0.23,NA,NA,NA
sp_20260228_233833,NA,NA,NA,NA
sp_20260228_233839,0.32,NA,NA,NA
sp_20260301_000008,NA,NA,NA,NA
sp_20260301_000014,0.25,NA,NA,NA
sp_20260301_002208,NA,NA,NA,NA
sp_20260301_002216,0.27,NA,NA,NA
sp_20260301_002222,NA,NA,NA,NA
sp_20260301_002228,0.43,NA,NA,NA
sp_20260301_004213,NA,NA,NA,NA
sp_20260301_004219,0.44,NA,NA,NA
sp_20260301_004453,NA,NA,NA,NA
sp_20260301_004459,0.28,NA,NA,NA
sp_20260301_010511,NA,NA,NA,NA
sp_20260301_010518,0.21,NA,NA,NA
sp_20260301_010602,NA,NA,NA,NA
sp_20260301_010609,0.3,NA,NA,NA
sp_20260301_012259,NA,NA,NA,NA
sp_20260301_012306,0.23,NA,NA,NA
sp_20260301_012458,NA,NA,NA,NA
sp_20260301_012505,0.26,NA,NA,NA
sp_20260301_014616,NA,NA,NA,NA
sp_20260301_014623,0.53,NA,NA,NA
sp_20260301_014822,NA,NA,NA,NA
sp_20260301_014828,0.56,NA,NA,NA
sp_20260301_021107,0.27,NA,NA,NA
sp_20260301_022841,0.25,NA,NA,NA
sp_20260301_024554,0.25,NA,NA,NA
sp_20260301_030230,0.35,NA,NA,NA
tr_20260224_162029,0.65,NA,NA,NA
